정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
도림동고개,39161,711,1643,693,1643,18,78
도림동입구,39140,7896,1354,7876,1354,20,308
도림동입구,39141,19,2608,9,2608,10,87
도림아이파크아파트,39155,7301,3783,7188,3783,113,369
도림육교,39154,3056,6114,3009,6114,47,305
도림주공1단지,39152,16231,12260,15903,12260,328,949
도림주공1단지,39153,14888,10835,14635,10835,253,857
도림주공208동,39142,7184,3289,7016,3289,168,349
도림주공208동,39143,4989,7852,4919,7852,70,428
도림주공2단지,39146,5062,4366,4992,4366,70,314
도림주공2단지,39149,3540,2597,3418,2597,122,204
도림주철관1공장,89307,277,547,276,547,1,27
도림주철관공업(주),42293,3496,1031,3408,1031,88,150
도림포도원,39150,337,3458,331,3458,6,126
도림포도원,39151,515,365,503,365,12,29
도원고개(도원역),36001,4338,3393,4211,3393,127,257
도원고개(동구청방향),36170,16,29,16,29,0,1
도원동행정복지센터,35180,3487,2825,3329,2825,158,210
도원동행정복지센터,36128,33,245,31,245,2,9
도원동행정복지센터(앞),35788,176,125,169,125,7,10
도원동행정복지센터(앞),35798,176,51,171,51,5,7
도원역(인천축구전용경기장),35176,9943,4717,9511,4717,432,488
도원역(인천축구전용경기장),37549,1253,4357,1228,4357,25,187
도장골삼거리,44122,3,7,2,7,1,0
도장재마을,43167,23,1,22,1,1,0
도장재마을,43225,4,16,4,16,0,0
도화1동행정복지센터,37340,12731,11764,12341,11764,390,816
도화IC,37356,26173,20961,25806,20961,367,1571
도화e편한세상604동,37578,996,25,989,25,7,34
도화e편한세상아파트,37612,244,1509,244,1509,0,58
도화e편한세상아파트,37613,4519,1528,4494,1528,25,201
도화e편한세상아파트5단지,37624,3608,1145,3553,1145,55,158
도화e편한세상아파트6단지,37626,2299,3497,2262,3497,37,193
도화동신협(구박문여고),36003,10580,4488,10420,4488,160,502
도화동신협(구박문여고),37499,4903,6880,4811,6880,92,392
도화사거리.도화역,37390,950,842,932,842,18,59
도화사거리.도화역,37392,373,1141,371,1141,2,50
도화서희스타힐스,37625,978,2588,970,2588,8,118
도화역,37629,5734,6145,5704,6145,30,395
도화초등학교.수봉도서관,37366,7906,6888,7704,6888,202,493
도화초등학교.수봉도서관,37367,12824,13250,12509,13250,315,869
독골사거리,42175,3233,1398,3147,1398,86,154
독배로317번길(삼거리),37634,7457,233,7384,233,73,256
독장골,43351,2,31,2,31,0,1
독장골,43846,9,1,8,1,1,0
독정역(서구동구예비군훈련장),42377,3277,3310,3194,3310,83,219
독정역(서구동구예비군훈련장),42378,6445,4037,6333,4037,112,349
독정이고개,37234,30043,20339,29398,20339,645,1679
독정이고개,37238,19972,25827,19582,25827,390,1526
돈대마을,43925,18,5,18,5,0,0
돈대마을,43926,6,19,6,19,0,0
돈대모루,43422,6,12,6,12,0,0
돈대모루,43447,11,16,10,16,1,0
돌고래펜션,44127,0,1,0,1,0,0
돌머루(대산종점),43707,113,54,104,54,9,5
돌산밑,35320,157,30,152,30,5,6
돌산밑,35396,92,214,89,214,3,10
돌성,43364,54,184,54,184,0,7
돌성,43587,224,20,213,20,11,8
돌팍재삼거리,35273,506,715,485,715,21,40
돌팍재삼거리,35277,821,491,802,491,19,43
돌팍재한뿌리,35304,241,199,229,199,12,14
돌팍재한뿌리,35315,117,306,117,306,0,14
동강리,35245,74,54,70,54,4,4
동강리,35246,65,49,59,49,6,3
동강리,35317,42,50,40,50,2,3
동강리,35393,106,29,104,29,2,4
동검도삼거리,43223,0,48,0,48,0,1
동검도삼거리,43642,72,0,72,0,0,2
동검리마을회관입구,90069,0,10,0,10,0,0
동검리마을회관입구,90070,19,0,19,0,0,0
동검리입구,43856,4,21,4,21,0,0
동검리입구,43877,31,0,29,0,2,1
동검리종점,43889,105,58,100,58,5,5
동검상회,43226,5,0,5,0,0,0
동검상회,43519,0,5,0,5,0,0
동광리어,41083,1276,426,1242,426,34,56
동광리어,41084,774,2466,766,2466,8,108
동광제일교회,40411,541,469,528,469,13,33
동교동삼거리,22012,7404,57,7385,57,19,248
동교동삼거리,23033,66,5464,66,5464,0,184
동구노인인력개발센터,36178,1,8,1,8,0,0
동구선거관리위원회,36110,4151,10655,4049,10655,102,493
동구청,36011,533,513,526,513,7,34
동구청,36166,13,18,13,18,0,1
동구청소년수련관.달동네박물관,36026,18669,15959,18069,15959,600,1154
동구환경,36181,0,2,0,2,0,0
동국제강,36068,2157,3442,2088,3442,69,186
동국제강,36074,286,134,280,134,6,14
동국제강후문,36069,199,677,199,677,0,29
동국제강후문,36070,939,155,936,155,3,36
동남스포피아,38226,10921,7441,10681,7441,240,612
동남스포피아,38227,10989,9709,10543,9709,446,689
동남아파트,38267,1102,5242,1057,5242,45,211
동남아파트,38268,2286,770,2195,770,91,101
동남아파트,70039,464,786,459,786,5,41
동남아파트(무지개아파트),38337,1402,4406,858,4406,544,193
동녘개,90147,0,22,0,22,0,0
동녘개,90148,42,12,42,12,0,1
동녘마을입구,39660,50,868,50,868,0,30
동들머리,43705,15,7,14,7,1,0
동들머리,43885,18,59,18,59,0,2
동막교회,43499,1,46,1,46,0,1
동막교회,43514,69,4,59,4,10,2
동막역(1번출구),38039,36015,49563,35805,49563,210,2852
동막역(3번출구),38433,49085,26934,48696,26934,389,2533
동막역(4번출구),38338,9359,1153,9346,1153,13,350
동막초등학교,38054,945,4760,929,4760,16,190
동막해변,43408,114,207,111,207,3,10
동막해변,43511,312,138,294,138,18,15
동문아파트,42436,12929,15139,12754,15139,175,935
동방중학교,92038,450,455,426,455,24,30
동방초등학교,92037,15,170,14,170,1,6
동보2차아파트,41053,67,745,66,745,1,27
동보2차아파트,41059,1120,136,1093,136,27,41
동보노빌리티,35488,3551,2799,3445,2799,106,211
동보노빌리티,35489,2185,3466,2130,3466,55,188
동보아파트,39125,3490,5273,3432,5273,58,292
동보아파트,39126,5114,1756,5086,1756,28,229
동보아파트,41056,4085,527,3973,527,112,153
동보아파트,41063,761,3561,722,3561,39,144
동보아파트,41136,321,1240,314,1240,7,52
동보아파트,41143,14155,15863,13941,15863,214,1000
동보아파트,70040,415,669,404,669,11,36
동보아파트후문,41129,1501,209,1469,209,32,57
동부아파트,36052,1280,2268,1219,2268,61,118
동부아파트,37192,367,426,363,426,4,26
동산고,36018,11976,4094,11692,4094,284,535
동산고등학교,36021,5941,11547,5701,11547,240,582
동산교회,36010,2319,3078,2222,3078,97,179
동산교회,36012,3360,4799,3262,4799,98,271
동산교회,90303,3,1,3,1,0,0
동산리마을회관,90302,19,4,19,4,0,0
동산리입구,90291,9,8,9,8,0,0
동산중고등학교(재능대정문),36029,7099,1099,7049,1099,50,273
동산휴먼시아2단지,36022,2917,470,2860,470,57,112
동산휴먼시아2단지,36023,921,3863,903,3863,18,159
동산휴먼시아2단지정문,36177,7,1,7,1,0,0
동서식품,40623,2375,2688,2348,2688,27,168
동서식품,40624,2179,3560,2164,3560,15,191
동성.길훈아파트,42495,3090,4947,3044,4947,46,267
동성아파트,42496,4593,2181,4560,2181,33,225
동수교회,40184,137,1272,117,1272,20,46
동수역,40108,3037,6194,3012,6194,25,307
동수역,40110,8097,5800,7973,5800,124,463
동수역,40124,2071,12732,2001,12732,70,493
동수치안센터,40188,9424,8940,9252,8940,172,612
동수치안센터,40189,11634,12783,11342,12783,292,813
동아.팬더아파트,39233,7169,9654,7076,9654,93,560
동아.팬더아파트,39236,10070,6208,9966,6208,104,542
동아2단지정문,40324,1290,451,1257,451,33,58
동아금호아파트,38344,5477,11992,5364,11992,113,582
동아금호아파트,38347,7485,2595,7396,2595,89,336
동아아파트,37248,899,1247,887,1247,12,71
동아아파트,41070,2618,818,2553,818,65,114
동아아파트,41072,844,2606,802,2606,42,115
동아아파트,41403,1007,4164,980,4164,27,172
동아아파트,42404,3730,4268,3638,4268,92,266
동아아파트,42406,6454,3577,6272,3577,182,334
동아아파트후문,40257,2035,2246,1992,2246,43,142
동아아파트후문,40258,2308,1597,2291,1597,17,130
동아전기,42647,2,176,2,176,0,5
동아전기,42725,6,319,6,319,0,10
동아정밀,42037,1444,2689,1428,2689,16,137
동아풍림아파트,37037,15646,17908,15080,17908,566,1118
동암국민주택,40014,3506,718,3449,718,57,140
동암국민주택,40015,755,1925,729,1925,26,89
동암남부역,40034,40638,25878,40102,25878,536,2217
동암남부역,40797,134021,117372,132857,117372,1164,8379
동암남부역,40861,1097,8405,1092,8405,5,316
동암남부역,40862,18065,14013,17870,14013,195,1069
동암마트,40039,139,1929,138,1929,1,68
동암북부역,40013,33271,14909,32842,14909,429,1606
동암북부역,40035,10327,29910,10188,29910,139,1341
동암북부역광장,40800,61121,48401,60531,48401,590,3650
동암사거리,40001,13290,15348,13175,15348,115,954
동암사거리,40003,3693,5451,3653,5451,40,304
동양도서관,41522,7640,4038,7535,4038,105,389
동양도서관(휴먼빌아파트),41523,4168,5728,4119,5728,49,329
동양엔파트4단지,42820,2062,4811,1953,4811,109,229
동양엔파트4단지,42837,4360,1852,4285,1852,75,207
동양엔파트5단지,42986,2525,2956,2420,2956,105,182
동양자이입구,41554,3147,3937,3116,3937,31,236
동양자이입구,41555,3641,3065,3591,3065,50,223
동양장사거리,37301,6996,5629,6876,5629,120,420
동양주공1.2단지,41372,12214,2978,11987,2978,227,506
동양주공1.2단지,41373,2933,8250,2857,8250,76,372
동양지구1단지정문,41521,378,1488,366,1488,12,62
동양지구입구,41445,4888,501,4774,501,114,179
동양지구입구,41446,1053,6663,1048,6663,5,257
동양하이테크,42966,11,236,11,236,0,8
동원아파트,25166,220,298,219,298,1,17
동원아파트,25167,290,96,286,96,4,12
동원아파트,37376,4925,2429,4796,2429,129,245
동원아파트,37379,2134,3365,2044,3365,90,183
동인천,35188,31919,35939,31512,35939,407,2261
동인천(우리은행앞),35517,911,599,883,599,28,50
동인천동행정복지센터,35795,29,391,29,391,0,14
동인천동행정복지센터,35805,44,143,41,143,3,6
동인천역,35185,102622,51835,100893,51835,1729,5148
동인천역,35187,5757,9765,5589,9765,168,517
동인천역,35191,75994,89052,74668,89052,1326,5501
동인천역,35192,11130,22874,10676,22874,454,1133
동인천역북광장,36136,26783,16996,26404,16996,379,1459
동인천역북광장,36137,28612,15817,28094,15817,518,1480
동인천중학교,39229,1557,880,1532,880,25,81
동인천중학교,39230,1853,1302,1777,1302,76,105
동일방직,36031,3985,3570,3879,3570,106,251
동일방직,36032,3951,2701,3894,2701,57,221
동일아파트,35177,397,1287,352,1287,45,56
동주농장,43349,1,14,1,14,0,0
동주농장,43401,19,1,15,1,4,0
동촌,43407,96,1,91,1,5,3
동촌,43793,5,80,4,80,1,2
동춘2동행정복지센터,38045,1113,5935,1037,5935,76,234
동춘2동행정복지센터,38046,6016,655,5787,655,229,222
동춘동종점,38037,283,902,211,902,72,39
동춘동차고지,38569,480,283,363,283,117,25
동춘롤러경기장,38704,313,467,278,467,35,26
동춘마을아파트,38082,6778,4927,6665,4927,113,390
동춘마을아파트,38087,3104,6528,2979,6528,125,321
동춘역,38346,29776,19695,29535,19695,241,1649
동춘역(이마트),38060,13053,738,12997,738,56,459
동춘역(이마트.스퀘어원),38070,28088,36980,27909,36980,179,2168
돼지슈퍼.간동입구,80019,108,787,108,787,0,29
두두미마을,43289,8,0,8,0,0,0
두두미마을,43869,1,6,1,6,0,0
두밀경노당,89328,2,100,2,100,0,3
두밀경노당,89331,88,1,87,1,1,2
두산아파트,40564,2221,4108,2060,4108,161,210
두산위브아파트,37043,14695,8247,14436,8247,259,764
두산위브아파트,40630,10214,490,10074,490,140,356
두산위브아파트,40648,404,1141,399,1141,5,51
두운1리마을회관앞,90047,10,35,10,35,0,1
두운1리마을회관앞,90048,16,4,16,4,0,0
두운리,43034,8,41,8,41,0,1
두운리,43540,86,206,86,206,0,9
둑실경로당,41498,20,41,19,41,1,2
둑실경로당,41514,47,0,47,0,0,1
둑실동(아라마루전망대),41494,4,70,4,70,0,2
둑실동(아라마루전망대),41512,170,3,170,3,0,5
둑실동회차지,41500,57,53,57,53,0,3
둥개마을오거리,35861,24,0,24,0,0,0
둥개마을오거리,35862,2,2,2,2,0,0
둥깨마을입구(세븐일레븐),35721,15,82,15,82,0,3
둥깨마을입구(세븐일레븐),35722,43,9,41,9,2,1
둥깨마을입구(용성철강),35723,0,14,0,14,0,0
둥깨마을입구(용성철강),35724,68,2,68,2,0,2
뒤골입구,35668,33,1,33,1,0,1
뒤골입구,35669,15,23,13,23,2,1
뒷골 입구,90377,10,59,10,59,0,2
뒷골 입구,90380,62,0,61,0,1,2
뒷방죽들,39959,667,34,652,34,15,23
뒷방죽들,39960,6985,7761,6919,7761,66,491
드라이빙센터,35589,38,948,37,948,1,32
드림로갈산교,41342,68,80,66,80,2,4
드림로갈산교,41343,67,557,66,557,1,20
드림파크야생화단지,89363,895,36,736,36,159,31
드림파크야생화단지,89364,166,877,3,877,163,34
드림파크어울림,89201,31,369,27,369,4,13
드림파크어울림,89202,0,15,0,15,0,0
드무리해변,44011,32,559,32,559,0,19
드무리해변,44012,574,31,561,31,13,20
디에스솔텍,39035,3078,2171,3026,2171,52,174
디에스솔텍,39038,2451,2267,2439,2267,12,157
디에트로더힐,89455,208,109,204,109,4,10
디에트르더힐(고산터널),89396,205,505,197,505,8,23
뗏마루어린이공원·신화아파트,39405,4580,6928,4452,6928,128,383
라이크홈기숙사앞,39993,1818,867,1814,867,4,89
라이크홈기숙사앞,39994,1971,1471,1971,1471,0,114
라이크홈기숙사앞,39995,1277,93,1251,93,26,45
라이크홈기숙사앞,39996,93,869,77,869,16,32
라이프쇼핑앞,35070,6348,4318,6103,4318,245,355
라이프아파트,35060,187,5211,148,5211,39,179
라이프아파트,35062,12566,111,12283,111,283,422
래미안아파트파이낸셜뉴스,31072,8995,8304,8975,8304,20,576
래미안아파트파이낸셜뉴스,32002,3780,1490,3779,1490,1,175
랜드마크시티센트럴더샵,38636,52,2299,52,2299,0,78
랜드마크시티센트럴더샵(106동),38665,830,6730,806,6730,24,252
랜드마크시티센트럴더샵(106동),38666,6506,531,6342,531,164,234
랜드마크시티센트럴더샵(203동),38645,7516,469,7405,469,111,266
랜드마크시티센트럴더샵(203동),38650,558,6465,541,6465,17,234
럭키아파트,23488,267,144,267,144,0,13
럭키아파트,38115,4066,133,3959,133,107,139
럭키아파트,38132,1433,8860,1405,8860,28,343
레이크파크,42840,1486,4732,1411,4732,75,207
레전드호텔,35639,1794,1698,1775,1698,19,116
레전드호텔,35640,1240,1607,1216,1607,24,94
레지던스라이크홈,92012,336,4184,336,4184,0,150
로봇랜드입구,89022,4263,96,4169,96,94,145
로봇랜드입구,89023,24,1938,17,1938,7,65
로봇타워,89301,5,203,3,203,2,6
로봇타워,89302,511,30,367,30,144,18
로얄금속,40599,5821,3553,5736,3553,85,312
로얄아파트,37247,32091,14338,31614,14338,477,1547
로얄아파트,37424,669,297,661,297,8,32
로얄타운,42047,1679,2404,1637,2404,42,136
로얄호텔,43542,9,18,9,18,0,0
로얄호텔,43878,44,24,44,24,0,2
롯데마트,35108,2919,4668,2827,4668,92,252
롯데마트,41390,921,53,909,53,12,32
롯데마트,41391,56,2156,45,2156,11,73
롯데마트,42829,15823,8533,15749,8533,74,811
롯데마트,42838,8512,17184,8379,17184,133,856
롯데마트계양점(고용복지센터),41227,27101,17672,26637,17672,464,1492
롯데마트계양점(고용복지센터),41424,10160,18896,10060,18896,100,968
롯데마트송도점,38523,2376,700,2335,700,41,102
롯데몰.김포공항,25174,296,1366,296,1366,0,55
롯데백화점(인천터미널),37513,181989,163176,179507,163176,2482,11505
롯데백화점(인천터미널),39588,171275,123157,168504,123157,2771,9814
롯데슈퍼,38072,7965,2864,7846,2864,119,360
롯데슈퍼,38074,2400,7473,2323,7473,77,329
롯데슈퍼,42206,2747,4552,2661,4552,86,243
롯데슈퍼,42207,7099,2402,6961,2402,138,316
롯데아파트,38110,6582,8992,6435,8992,147,519
롯데우람아파트,42152,4628,6502,4568,6502,60,371
롯데우람아파트,42603,3229,5094,3181,5094,48,277
롯데월드타워,37327,3194,5448,3064,5448,130,288
롯데캐슬,39795,348,223,335,223,13,19
롯데캐슬,39796,2131,866,2070,866,61,99
롯데캐슬,39797,376,75,350,75,26,15
롯데캐슬,39798,72,245,70,245,2,10
롯데캐슬,42835,7413,4753,7345,4753,68,405
롯데캐슬,42884,4916,9903,4594,9903,322,493
롯데캐슬,42999,914,3341,868,3341,46,141
롯데캐슬.모래내시장,39309,56309,21624,55474,21624,835,2597
롯데캐슬·모래내시장·구월시장,39310,30194,52036,29835,52036,359,2741
롯데캐슬캠퍼스타운,39977,10,671,6,671,4,22
롯데캐슬캠퍼스타운,39978,1766,2358,1720,2358,46,137
롯데캐슬후문,39285,4270,4097,4206,4097,64,278
루에블리아파트,89283,820,4145,792,4145,28,165
루에블리아파트,89284,6183,6841,6054,6841,129,434
루원더퍼스트아파트,89107,3362,5429,3250,5429,112,293
루원더퍼스트아파트,89108,7729,2064,7686,2064,43,326
루원더퍼스트아파트105동앞,89378,95,1289,87,1289,8,46
루원숲속마을,89383,141,433,141,433,0,19
루원숲속마을,89384,347,104,344,104,3,15
루원시티2차리더스뷰아파트,89072,3792,4726,3764,4726,28,283
루원시티사거리,89076,389,606,366,606,23,33
루원시티프라디움,89150,15441,3377,15341,3377,100,627
루원시티프라디움105동,89308,6166,11052,6012,11052,154,573
루원시티프라디움105동,89309,3113,5468,3032,5468,81,286
루원이편한세상하늘채(107동),42225,8857,16636,8667,16636,190,849
루원이편한세상하늘채(112동),42721,4874,1952,4773,1952,101,227
루원이편한세상하늘채(125동),42216,6193,2894,6063,2894,130,302
루원제일풍경채정문앞,89040,3212,9752,3147,9752,65,432
루원지웰시티푸르지오,42228,4973,6519,4782,6519,191,383
루원호반베르디움,89149,4983,12487,4756,12487,227,582
루원호반베르디움104동,89368,564,1015,558,1015,6,52
리안월드입구,90177,57,34,57,34,0,3
리안월드입구,90178,57,17,57,17,0,2
린나이코리아,40011,22,310,2,310,20,11
린나이코리아,40012,420,1,420,1,0,14
린스트라우스,42881,7736,2629,7535,2629,201,345
린스트라우스정문,42795,6352,3745,6285,3745,67,336
린스트리우스,42831,2464,2593,2460,2593,4,168
마그네,43028,157,207,139,207,18,12
마그네다리,43158,282,136,275,136,7,13
마그네다리,43900,14,12,12,12,2,0
마그네사거리,43029,316,327,290,327,26,21
마그네사거리,43030,480,286,460,286,20,25
마니산상회,43417,142,23,129,23,13,5
마니산상회,43443,46,116,43,116,3,5
마니산입구,43102,205,673,200,673,5,29
마니산입구,43103,758,224,755,224,3,32
마당개,35681,66,63,62,63,4,4
마당개,35697,40,10,40,10,0,1
마린월드,70004,1120,122,1099,122,21,41
마린월드,70029,7,176,0,176,7,6
마미,43747,43,17,43,17,0,2
마미,43765,7,13,7,13,0,0
마송,80131,539,4635,537,4635,2,172
마송,80132,3173,758,3120,758,53,131
마시란,35424,92,473,90,473,2,18
마시란,35425,385,87,383,87,2,15
마시란해변(슈퍼앞),35262,2,9,2,9,0,0
마시란해변(슈퍼앞),35263,10,0,10,0,0,0
마시란해변(전주집),35260,0,2,0,2,0,0
마시란해변(전주집),35261,28,0,28,0,0,0
마시란해변승마장,35212,10,2,10,2,0,0
마시란해변승마장,35213,1,1,1,1,0,0
마을금고,40528,1844,5446,1779,5446,65,243
마을회관,43314,38,0,38,0,0,1
마을회관,43773,0,18,0,18,0,0
마을회관입구,35024,272,1886,219,1886,53,71
마을회관입구,35402,1242,128,1217,128,25,45
마장공원,40286,7024,31,6931,31,93,235
마장포,35679,11,1,11,1,0,0
마장포,35699,93,49,81,49,12,4
마장포고개,35677,53,25,48,25,5,2
마장포고개,35701,32,14,32,14,0,1
마전고등학교,42752,106,8111,86,8111,20,273
마전고등학교,42753,6003,310,5815,310,188,210
마전역,42412,3409,8536,3317,8536,92,398
마전역,42413,19375,4845,19101,4845,274,807
마전주공아파트,42420,39,139,25,139,14,5
마전주공아파트,89322,0,3,0,3,0,0
마전지구대원아파트,42481,5138,77,4925,77,213,173
마전지구대원아파트,89446,16,3516,14,3516,2,117
마전지구버스차고지,89259,4175,143,3959,143,216,143
마전지구버스차고지,89345,219,2145,54,2145,165,78
마전초등학교,42408,5877,5835,5804,5835,73,390
막촌,43460,273,14,243,14,30,9
막촌,43776,0,121,0,121,0,4
만석동행정복지센터,36046,4285,1890,4159,1890,126,205
만석부두,36076,420,3335,394,3335,26,125
만석부두,36079,4349,1591,4294,1591,55,198
만석비치타운,36106,615,8748,581,8748,34,312
만석비치타운,36126,1667,919,1499,919,168,86
만석삼거리,36185,2603,2435,2526,2435,77,167
만석삼거리,36186,1313,2152,1278,2152,35,115
만석어린이공원,36182,24,502,3,502,21,17
만석주공,36057,14300,2511,13978,2511,322,560
만석초등학교,36056,857,213,821,213,36,35
만석초등학교,36187,0,104,0,104,0,3
만수1동행정복지센터,39294,11555,5074,11423,5074,132,554
만수2동행정복지센터·포레시안,39731,15402,9652,15232,9652,170,835
만수2동행정복지센터·포레시안,39735,9461,10891,9354,10891,107,678
만수3동주민센터,39425,19964,27144,19712,27144,252,1570
만수3동주민센터,39427,32006,13484,31785,13484,221,1516
만수3동주민센터,39544,569,156,560,156,9,24
만수3동주민센터,39545,86,1059,85,1059,1,38
만수4동주민센터,39452,6960,6772,6818,6772,142,457
만수4동주민센터,39454,6640,11982,6523,11982,117,620
만수6동주민센터입구,39277,4541,12164,4506,12164,35,556
만수7.8단지앞,39497,895,2037,881,2037,14,97
만수7.8단지앞,39635,2574,2225,2553,2225,21,159
만수북중학교,39468,1101,1857,1069,1857,32,98
만수북중학교,39469,2179,607,2109,607,70,92
만수북초등학교,39420,7206,5035,7099,5035,107,408
만수소방서,39428,9756,17236,9664,17236,92,899
만수소방서,39433,36998,13701,36625,13701,373,1689
만수신동아아파트·동인천고,39485,10914,10948,10083,10948,831,728
만수신동아아파트·동인천고,39578,393,36,375,36,18,14
만수역,39385,3680,89,3673,89,7,125
만수역,39388,424,18948,388,18948,36,645
만수종합시장,39451,29653,9719,28957,9719,696,1312
만수종합시장,39592,9358,22471,9221,22471,137,1060
만수주공1단지,39401,3489,3164,3471,3164,18,221
만수주공320동앞,39431,1345,1678,1319,1678,26,100
만수주공4단지,39440,7054,5480,6990,5480,64,417
만수주공4단지,39443,10288,7898,10160,7898,128,606
만수주공정문,39408,10573,8295,10457,8295,116,628
만수주공정문,39410,3059,3116,2980,3116,79,205
만수주공후문,39429,4007,5814,3980,5814,27,327
만수주공후문,39435,1533,6713,1494,6713,39,274
만수주공후문,39438,14361,4018,14167,4018,194,612
만수중(대토단지),39400,379,1667,377,1667,2,68
만수중학교후문,39745,126,900,125,900,1,34
만수초등학교,39303,1588,5010,1545,5010,43,219
만수초등학교,39307,712,906,695,906,17,53
만수치안센터,39455,798,543,782,543,16,44
만월종합사회복지관,92065,2,1762,2,1762,0,58
만월중학교,39962,2421,347,2360,347,61,92
만월중학교,39963,87,2749,81,2749,6,94
만의골입구,39666,91,93,91,93,0,6
만의골입구,39672,35,268,34,268,1,10
만정낚시터,35682,52,29,50,29,2,2
만정낚시터,35696,24,31,24,31,0,1
만정낚시터입구,35683,27,26,27,26,0,1
만정낚시터입구,35695,20,28,20,28,0,1
망양돈대,90224,5,23,5,23,0,0
망양돈대,90225,9,5,9,5,0,0
망월3리,43332,228,131,211,131,17,11
망월3리,43580,1,25,0,25,1,0
망월입구,43117,20,2,19,2,1,0
망월입구,43576,53,41,50,41,3,3
망월입구,43790,10,40,10,40,0,1
망월종점,43788,1,9,1,9,0,0
매음1리마을회관,90173,21,21,21,21,0,1
매음1리마을회관,90174,22,9,22,9,0,1
매음3리마을회관(민머루),90321,12,16,12,16,0,0
매음3리마을회관(민머루),90322,21,2,17,2,4,0
매제미고개,43837,2,0,2,0,0,0
매제미고개,43988,14,29,11,29,3,1
먼우금사거리,38114,6711,4051,6671,4051,40,358
먼우금초등학교,38021,2866,10963,2798,10963,68,460
메이루즈커낼파크뷰,42747,3868,9754,3613,9754,255,454
메이루즈커낼파크뷰,42762,11007,3529,10712,3529,295,484
메이루즈커낼파크뷰정문,42794,3886,3892,3789,3892,97,259
메제미,43302,161,19,153,19,8,6
메제미,43598,1,206,1,206,0,6
면사무소입구,90018,15,229,13,229,2,8
면사무소입구,90019,122,19,116,19,6,4
면허시험장,39006,1811,1648,1804,1648,7,115
명가빌라(회차),37553,2258,2181,2084,2181,174,147
명보주택앞,43979,10,20,10,20,0,1
명보주택앞,43984,24,12,24,12,0,1
명신여자고등학교,40289,19220,5185,18786,5185,434,813
명신여자고등학교,40291,5795,11891,5704,11891,91,589
명신초등학교,43394,54,3,46,3,8,1
명신초등학교,43803,3,83,2,83,1,2
명진부페,43632,14,4,14,4,0,0
명현중학교,41405,2572,7579,2534,7579,38,338
명현초등학교,41559,5268,1400,5241,1400,27,222
명현초등학교,41560,1161,3710,1142,3710,19,162
명현초등학교(효성지구대),41069,823,2997,786,2997,37,127
모다아울렛,89190,2664,2815,2639,2815,25,182
모래내시장,39295,14808,13442,14491,13442,317,941
모래내시장,39298,12679,10696,12383,10696,296,779
모래내시장,39344,6045,5965,6045,5965,0,400
모래내시장,39350,10662,12052,10443,12052,219,757
모래내시장역(1번출구),39338,11704,8930,11458,8930,246,687
모래내시장역(2번출구),39909,8486,11923,8305,11923,181,680
모래내시장역(3번출구),39339,32521,30540,32230,30540,291,2102
모래내시장역(4번출구),39335,1814,5902,1780,5902,34,257
모래방죽사거리,89228,1413,905,1344,905,69,77
모래방죽사거리,89229,1420,3107,1406,3107,14,150
모름말,90255,21,2,16,2,5,0
모름말,90311,0,2,0,2,0,0
모리부락입구,90304,13,0,13,0,0,0
모아아파트,70033,268,644,265,644,3,30
모아아파트.세종프라자,70034,592,179,573,179,19,25
모현,43659,2,279,2,279,0,9
모현,43689,257,10,255,10,2,8
목감IC진입(미정차),70226,6,0,6,0,0,0
목개마을,90153,13,5,13,5,0,0
목개마을,90154,13,10,12,10,1,0
목너머,35863,48,23,48,23,0,2
목너머,35864,5,31,5,31,0,1
목련어린이집,40824,8502,3567,8402,3567,100,402
목비고개,43032,71,131,53,131,18,6
목비고개,43272,193,58,175,58,18,8
목상교입구,41493,19,10,19,10,0,0
목상교입구,41519,9,9,9,9,0,0
목상교차로,41636,3,256,3,256,0,8
목상교차로,41637,185,9,179,9,6,6
목상동(새봄농원입구),41323,0,93,0,93,0,3
목상동(새봄농원입구),41324,46,4,46,4,0,1
목상동마을입구,41318,2,236,2,236,0,7
목상동마을입구,41517,189,38,185,38,4,7
목상동솔밭.이주단지입구,41316,1600,37,1583,37,17,54
목상동솔밭.이주단지입구,41317,17,1015,9,1015,8,34
목장앞,43503,0,5,0,5,0,0
목장앞,43688,4,3,4,3,0,0
목재단지,42036,412,599,406,599,6,33
목재부두사거리,42949,3,361,3,361,0,12
목재부두사거리,42960,66,50,66,50,0,3
목화빌라,37545,7,320,3,320,4,10
목화예식장,39446,15365,12489,15126,12489,239,928
목화예식장,39448,14574,21654,14441,21654,133,1207
무내미마을,39496,506,966,493,966,13,49
무내미마을,40106,127,3325,116,3325,11,115
무의공영주차장,35871,11,18,11,18,0,0
무의도입구,35001,5975,402,5894,402,81,212
무의도입구,35002,607,6164,597,6164,10,225
무의도주민자치센터,35738,426,42,420,42,6,15
무의도주민자치센터,35739,91,313,91,313,0,13
무지개.한양8차아파트,40271,6709,3703,6611,3703,98,347
무지개.한양8차아파트,40276,5679,8919,5556,8919,123,486
무지개아파트,38366,3628,2442,3507,2442,121,202
무지개아파트(동남아파트),38042,7251,1212,6806,1212,445,282
무학리입구,90276,44,38,44,38,0,2
묵골,43498,24,10,17,10,7,1
묵골,43684,9,13,4,13,5,0
문남마을,38250,9518,5323,9394,5323,124,494
