정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
포스코타워앤쉐라톤호텔,38491,2597,1506,2546,1506,51,136
푸르지오더베뉴(3216동),89442,485,1831,477,1831,8,77
푸르지오더베뉴후문,89423,9,1339,9,1339,0,44
푸르지오더스카이,35844,2692,1299,2649,1299,43,133
푸르지오더스카이,35845,1690,1330,1658,1330,32,100
푸르지오더스카이256동,35508,1964,570,1902,570,62,84
푸르지오더스카이256동,35509,1064,1337,1013,1337,51,80
푸르지오월드마크,,7312,10366,7171,10366,141,589
푸르지오하버뷰,38456,142,471,141,471,1,20
푸르지오하버뷰,38522,1192,3191,1161,3191,31,146
푸른초장,90052,2,130,2,130,0,4
푸른초장,90053,87,2,87,2,0,2
풍류산,90129,0,17,0,17,0,0
풍류산,90130,41,0,38,0,3,1
풍림1단지정문,70007,6,1051,6,1051,0,35
풍림1차205동,35255,2509,4564,2465,4564,44,235
풍림1차205동,35256,7226,3421,7142,3421,84,354
풍림1차아파트,42969,12718,5085,12608,5085,110,593
풍림1차아파트,42970,4330,10910,4236,10910,94,508
풍림2.3차아파트,38350,10430,2340,10379,2340,51,425
풍림2단지,70010,11,1649,9,1649,2,55
풍림2차아파트,38049,4945,13893,4887,13893,58,627
풍림2차아파트,38050,7945,5602,7692,5602,253,451
풍림3단지정문,70003,132,281,117,281,15,13
풍림3차아파트,42366,8760,4838,8694,4838,66,453
풍림6단지,35124,2323,324,2253,324,70,88
풍림아이원,36114,210,1933,206,1933,4,71
풍림아이원,36115,7334,1730,7177,1730,157,302
풍림아이원,36121,2414,8734,2372,8734,42,371
풍림아이원,41441,4068,2202,3996,2202,72,209
풍림아이원1차·금호어울림아파트,42642,5891,16,5767,16,124,196
풍림아이원1차·금호어울림아파트,42646,26,5140,22,5140,4,172
풍림아이원2차아파트,42485,12661,76,12380,76,281,424
풍림아이원4차아파트,42645,14,4121,14,4121,0,137
풍림아이원아파트,37034,19458,9064,18966,9064,492,950
풍림아파트,36122,6396,568,6224,568,172,232
풍림아파트,37245,25148,7382,24590,7382,558,1084
풍림아파트,37246,6061,12575,5973,12575,88,621
풍림아파트,38255,3860,5170,3833,5170,27,301
풍림아파트,39162,8560,12528,8356,12528,204,702
풍림아파트,39163,13690,6459,13565,6459,125,671
풍림아파트,41374,2695,2757,2645,2757,50,181
풍림아파트,70008,746,9,730,9,16,25
풍림아파트(소래마을),39120,1314,3655,1260,3655,54,165
풍림아파트104동,40898,7532,6394,7361,6394,171,464
풍림아파트104동,40899,4877,5629,4855,5629,22,350
풍림아파트상가,70043,324,435,301,435,23,25
풍림아파트상가,70044,479,156,456,156,23,21
풍림엑슬루타워,42830,5697,7693,5676,7693,21,446
풍무역,80167,298,5544,298,5544,0,194
풍무역,80168,3833,284,3829,284,4,137
풍물시장,35054,442,1081,384,1081,58,50
풍물시장,35055,135,3,135,3,0,4
풍물시장,43941,132,6973,122,6973,10,236
풍산빌라 입구,90384,16,16,16,16,0,1
풍산특수금속,90219,12,2,12,2,0,0
프라임,39643,5132,1368,5109,1368,23,216
프리상뜨아파트,40230,106,4367,100,4367,6,149
프린피아통합물류센터,89235,253,9,250,9,3,8
하나개삼거리,35733,5,56,5,56,0,2
하나개삼거리,35734,21,56,21,56,0,2
하나개해수욕장,35737,482,1005,478,1005,4,49
하나글로벌캠퍼스,89444,108,299,105,299,3,13
하나글로벌캠퍼스,89445,110,3373,109,3373,1,116
하나금융그룹통합데이터센터,89265,173,1615,173,1615,0,59
하나금융그룹통합데이터센터,89294,216,85,214,85,2,10
하나로쇼핑,37118,3455,7495,3243,7495,212,365
하나모터스,89451,31,0,27,0,4,1
하나모터스,89452,3,90,0,90,3,3
하나아파트,37052,9152,2859,9047,2859,105,400
하나아파트,40546,1115,1384,1111,1384,4,83
하나아파트,41250,5789,6730,5669,6730,120,417
하나아파트,41574,1855,19,1820,19,35,62
하늘도시중심상가,35821,2221,401,2111,401,110,87
하늘도시중심상가,35822,423,2285,417,2285,6,90
하늘문화센터,35826,0,44,0,44,0,1
하늘문화센터,35827,22,0,20,0,2,0
하늘문화센터입구,35766,1,44,1,44,0,1
하늘문화센터입구,35767,7,1,7,1,0,0
하늘중학교,35823,512,1341,478,1341,34,61
하늘초등학교후문,35499,365,212,347,212,18,19
하늘초등학교후문,35500,148,685,101,685,47,27
하늘휴게소,70220,2545,9117,2541,9117,4,388
하늘휴게소,70221,8342,2704,8336,2704,6,368
하룩,43157,50,199,41,199,9,8
하룩,43281,212,42,206,42,6,8
하리마을회관,90243,0,14,0,14,0,0
하리마을회관,90244,16,2,11,2,5,0
하리선착장,90240,5,23,5,23,0,0
하야동,41438,637,768,630,768,7,46
하야동,41439,693,1017,676,1017,17,57
하얀마을,55035,2402,2569,2386,2569,16,165
하얀집민박,43440,20,10,18,10,2,1
하얀집민박,43497,4,21,4,21,0,0
하얏트호텔,35028,1014,7677,994,7677,20,289
하얏트호텔,35206,1664,3581,1642,3581,22,174
하우고개,43275,47,125,45,125,2,5
하우고개,43577,136,49,110,49,26,6
하우스앞,43174,47,2,45,2,2,1
하우스앞,43231,2,30,2,30,0,1
하우스토리,41569,181,321,159,321,22,16
하우스토리,41570,176,1527,144,1527,32,56
하우스토리,41606,516,586,513,586,3,36
하우스토리,41626,723,449,720,449,3,39
하우스토리만수아파트,39301,1723,1010,1668,1010,55,91
하일부락입구,43971,1,3,1,3,0,0
하점공단,43448,0,38,0,38,0,1
하점공단,43755,17,48,16,48,1,2
하점면사무소,43738,281,123,276,123,5,13
하점면사무소,43834,103,217,96,217,7,10
하점순복음교회,90222,198,7,191,7,7,6
하점순복음교회,90223,2,43,2,43,0,1
하점우체국,43817,570,109,530,109,40,22
하점우체국,43838,95,651,91,651,4,24
하점초등학교,43739,2,65,2,65,0,2
하점초등학교,43836,140,11,122,11,18,5
하정초등학교,40044,1264,618,1232,618,32,62
학마을서원아파트,41652,156,121,155,121,1,9
학마을한진아파트정문,41293,2211,3214,2185,3214,26,180
학산사거리,37025,6800,260,6621,260,179,235
학산사거리,37027,240,3558,222,3558,18,126
학산사거리,37562,1610,1278,1535,1278,75,96
학산소극장,37169,18658,2950,18558,2950,100,720
학산소극장,37173,6703,15969,6660,15969,43,755
학생안전체험관,39284,2091,4389,2027,4389,64,216
학익.원흥아파트,37015,1921,76,1878,76,43,66
학익2동행정복지센터,37150,13404,6830,13021,6830,383,674
학익2동행정복지센터,37151,7381,13889,7196,13889,185,709
학익고등학교,37029,10100,2949,9870,2949,230,434
학익고등학교,37505,3043,10551,2953,10551,90,453
학익동구치소,37139,232,810,230,810,2,34
학익동성당앞,37630,1510,32,1450,32,60,51
학익동성당앞,37631,105,660,103,660,2,25
학익사거리,37058,13,409,11,409,2,14
학익사거리,37075,3048,1399,2952,1399,96,148
학익사거리,37077,2105,5929,2048,5929,57,267
학익사거리(동아풍림아파트),37084,12515,5014,12255,5014,260,584
학익사거리(동아풍림아파트),37089,10568,10011,10298,10011,270,685
학익시장,37106,15268,5364,14973,5364,295,687
학익시장,37112,3924,13425,3848,13425,76,578
학익시장(법원검찰청),37080,10182,4469,9909,4469,273,488
학익시장앞,37082,4383,5210,4319,5210,64,319
학익여자고등학교,37140,700,1232,681,1232,19,64
학익여자고등학교,37566,504,1153,502,1153,2,55
학익풍림아파트,37487,14,2691,14,2691,0,90
한가라지고개,90157,5,2,5,2,0,0
한가라지고개,90158,5,19,5,19,0,0
한가라지입구,90159,6,7,6,7,0,0
한가라지입구,90160,1,8,1,8,0,0
한가람마을우미린.호수이편한세상,80318,988,2988,985,2988,3,132
한강센트럴블루힐.모아엘가2차,80375,256,383,256,383,0,21
한국가스공사,39061,732,750,708,750,24,49
한국가스공사,89273,134,504,133,504,1,21
한국가스공사,89274,83,477,82,477,1,18
한국가스공사인천지역본부,89114,24,59,14,59,10,2
한국가스공사인천지역본부,89115,20,44,20,44,0,2
한국건설생활환경시험연구원,39312,446,349,410,349,36,26
한국건설생활환경시험연구원,39315,745,2958,735,2958,10,123
한국공항공사,25002,99,1273,97,1273,2,45
한국공항공사,25144,24,66,22,66,2,3
한국국토정보공사인천북부지사,42278,5297,6407,5169,6407,128,390
한국국토정보공사인천북부지사,42280,6405,3278,6281,3278,124,322
한국글로벌셰프고등학교,43246,191,155,176,155,15,11
한국글로벌셰프고등학교,43381,30,118,29,118,1,4
한국도심공항터미널,35400,9,107,8,107,1,3
한국도심공항터미널,35408,27,115,19,115,8,4
한국도심공항터미널,35417,87,8,76,8,11,3
한국도심공항터미널앞,35645,51,7,47,7,4,1
한국마쓰이,39055,997,1613,996,1613,1,87
한국마쓰이,39057,3532,1652,3520,1652,12,172
한국만화박물관,40583,5391,11192,5296,11192,95,552
한국무역센터.삼성역,23201,2519,9,2519,9,0,84
한국무역센터.삼성역,23251,101,1959,101,1959,0,68
한국산업단지공단,39060,917,73,911,73,6,33
한국산업단지공단,39067,42,877,42,877,0,30
한국생산기술연구원,38448,373,595,352,595,21,32
한국생산기술연구원(주조기술센터),42271,411,619,407,619,4,34
한국생산기술연구원(주조기술센터),42719,370,283,366,283,4,21
한국샤프(로얄금속),40600,2413,3598,2391,3598,22,200
한국선교역사기념관,40673,2139,825,2059,825,80,98
한국아파트,37017,1606,8183,1535,8183,71,326
한국아파트,38154,2964,1632,2927,1632,37,153
한국아파트,40714,128,2230,113,2230,15,78
한국아파트,40715,3061,98,3041,98,20,105
한국아파트,40790,15685,16141,15477,16141,208,1060
한국아파트,40791,15574,11978,15411,11978,163,918
한국아파트,40792,3840,13740,3777,13740,63,586
한국아파트,40816,11541,9634,11415,9634,126,705
한국아파트,41206,6573,3957,6469,3957,104,351
한국아파트,41208,2640,4527,2554,4527,86,238
한국아파트,80057,2205,48,2203,48,2,75
한국전력,42947,79,829,79,829,0,30
한국지엠청라주행시험장,89412,103,379,101,379,2,16
한국지엠청라주행시험장,89413,375,227,368,227,7,20
한국지엠출고문,40560,3738,7130,3698,7130,40,362
한국지엠출고문,40570,5365,3735,5332,3735,33,303
한국콘베어공업,92049,10,0,10,0,0,0
한국타이어인천물류센터,89221,448,1261,434,1261,14,56
한국타이어인천물류센터,89222,492,882,465,882,27,45
한국특수주물(주),42575,434,337,433,337,1,25
한국폴리텍2대학남인천캠퍼스,37448,973,974,969,974,4,64
한국폴리텍2대학남인천캠퍼스,37450,756,553,754,553,2,43
한남시티플라자,40253,20926,12039,20663,12039,263,1098
한들마을입구(유아교육진흥원),42370,708,3747,671,3747,37,148
한들마을입구(유아교육진흥원),42371,2335,939,2278,939,57,109
한라비발디,35459,7790,2994,7650,2994,140,359
한라비발디,35460,7041,14386,6851,14386,190,714
한라비발디,42878,697,13,694,13,3,23
한라비발디,42879,30,326,30,326,0,11
한라비발디,89180,1756,1381,1732,1381,24,104
한라비발디,89181,1584,2650,1542,2650,42,141
한라비발디정문,89373,32,1309,28,1309,4,44
한라비발디후문.화성파크드림,35658,615,1309,548,1309,67,64
한라시멘트,35291,124,477,97,477,27,20
한라아파트,39117,1340,4186,1271,4186,69,184
한라아파트,39118,6129,1812,5915,1812,214,264
한림병원,41130,13683,8856,13560,8856,123,751
한림병원,41131,9940,15361,9829,15361,111,843
한미반도체,42754,718,1403,708,1403,10,70
한미반도체,42755,213,338,202,338,11,18
한빛초교앞,39773,1531,7475,1500,7475,31,300
한빛초교앞,39774,6522,2752,6459,2752,63,309
한사랑어린이집,42461,12,70,12,70,0,2
한성아파트,89020,829,1306,822,1306,7,71
한성자동차학원,42091,335,779,335,779,0,37
한수조경,43681,8,6,6,6,2,0
한수조경,43882,6,1,2,1,4,0
한스엔지니어링,42276,414,132,407,132,7,18
한스엔지니어링,42279,420,559,417,559,3,32
한신더휴스카이파크,35654,1026,954,980,954,46,66
한신더휴스카이파크,35655,1720,699,1694,699,26,80
한신더휴테라스,35761,82,40,81,40,1,4
한신더휴테라스,35762,14,59,14,59,0,2
한신빌리지(A),42249,767,2625,757,2625,10,113
한신빌리지(B),42246,4180,852,4113,852,67,167
한신빌리지(C),42229,2623,605,2591,605,32,107
한신빌리지아파트,42230,502,1125,489,1125,13,54
한신삼부아파트,40806,1922,2844,1898,2844,24,158
한신아파트,37262,5246,3806,5202,3806,44,301
한신아파트,37264,8677,9997,8489,9997,188,622
한신아파트,37267,12568,9483,12438,9483,130,735
한신아파트,41066,1907,1198,1892,1198,15,103
한신아파트,41067,2074,1720,2054,1720,20,126
한신아파트,42095,38,1069,26,1069,12,36
한신휴아파트,40245,4636,132,4575,132,61,158
한신휴아파트,42105,40242,17752,39621,17752,621,1933
한신휴아파트,42106,3115,2190,3055,2190,60,176
한양2차아파트,37512,13010,4459,12776,4459,234,582
한양2차아파트,38055,5095,3896,4996,3896,99,299
한양2차아파트37동,38058,1651,1167,1642,1167,9,93
한양공구,39664,104,0,103,0,1,3
한양공구,39753,0,63,0,63,0,2
한양공구,42071,864,7129,860,7129,4,266
한양쇼핑,40331,1468,8221,1376,8221,92,322
한양쇼핑,40333,5767,3436,5663,3436,104,306
한양수자인,35450,2397,321,2321,321,76,90
한양수자인,42868,4508,2306,4435,2306,73,227
한양수자인,42893,3222,3256,3052,3256,170,215
한양수자인(후문),35537,3097,583,3052,583,45,122
한양아파트,37076,2042,5697,1988,5697,54,257
한양아파트,37079,5638,642,5574,642,64,209
한양아파트,40269,466,289,451,289,15,25
한양아파트,40310,15707,4594,15524,4594,183,676
한양아파트,40356,17038,10872,16859,10872,179,930
한양아파트,40905,37,472,35,472,2,16
한양아파트2차,38062,3699,6163,3619,6163,80,328
한양화학,42523,3337,967,3249,967,88,143
한일베라체,42839,5869,1253,5682,1253,187,237
한일베라체,42865,1092,2310,1048,2310,44,113
한일베라체,42948,4206,1794,4105,1794,101,200
한일아파트,41295,955,2205,942,2205,13,105
한일아파트,41296,2079,1076,1991,1076,88,105
한일아파트,80195,78,1589,78,1589,0,55
한일튜브(주),42576,428,306,427,306,1,24
한전사택,44090,35,39,32,39,3,2
한전사택,44197,1,0,1,0,0,0
한전온수출장소,43012,237,424,210,424,27,22
한주글로벌,89306,10,384,10,384,0,13
한진,38540,0,390,0,390,0,13
한진,38541,358,5,356,5,2,12
한진아파트,38016,26507,16522,26334,16522,173,1434
한진아파트,41355,246,511,240,511,6,25
한진아파트후문,41300,2570,594,2562,594,8,105
한풍산업,39014,434,874,423,874,11,43
한화2차,40363,3425,1489,3352,1489,73,163
한화꿈에그린,42860,1151,423,1116,423,35,52
한화꿈에그린,42872,392,1011,349,1011,43,46
한화꿈에그린정문,89372,2791,1897,2684,1897,107,156
한화아파트,40351,12912,8447,12668,8447,244,711
한화아파트,40379,2523,2008,2503,2008,20,151
한화아파트,40380,4064,2120,4005,2120,59,206
한화아파트,41375,4106,3030,4004,3030,102,237
한화지구공원앞,39654,1515,1033,1467,1033,48,84
한희빌딩,39311,1790,5300,1697,5300,93,236
함박도서관,38286,3994,2507,3929,2507,65,216
함박도서관,38742,323,1478,322,1478,1,60
함박마을,38277,5463,2094,5225,2094,238,251
함박마을문화복지센터,38291,3291,1742,3224,1742,67,167
함박마을문화복지센터,38741,252,1651,249,1651,3,63
함박마을입구,38285,2679,8810,2549,8810,130,382
함허동천,43352,4,52,4,52,0,1
함허동천,43403,81,7,81,7,0,2
합동청사역,35207,20535,3244,20394,3244,141,792
합정역,14220,200,11943,200,11943,0,404
합정역,23029,231,33503,231,33503,0,1124
합정역,23030,42747,607,42688,607,59,1445
항동7가버스차고지,35609,1308,31,840,31,468,44
항동7가버스차고지,35610,537,783,89,783,448,44
항동7가버스차고지(삼거리),35704,486,559,17,559,469,34
항동7가버스차고지(삼거리),35705,1118,39,937,39,181,38
항운아파트,35065,15760,4028,15389,4028,371,659
항운아파트,35481,1195,8024,1136,8024,59,307
항운아파트,35602,302,2015,301,2015,1,77
항진축산,39056,783,1827,779,1827,4,87
항진축산,39058,1935,1020,1930,1020,5,98
항청리종점,43558,137,76,112,76,25,7
항포,90247,0,3,0,3,0,0
항포,90248,34,4,34,4,0,1
해광병원,40292,67,2389,63,2389,4,81
해넘이마을,90135,29,17,29,17,0,1
해넘이마을,90136,40,38,38,38,2,2
해돋이공원,38008,44,247,42,247,2,9
해돋이공원,38010,438,776,432,776,6,40
해돋이공원,38718,46,71,44,71,2,3
해돋이도서관,38729,218,55,215,55,3,9
해돋이도서관,38730,33,536,33,536,0,18
해뜨는집앞,35531,9,28,9,28,0,1
해뜨는집앞,35726,73,4,72,4,1,2
해망,90352,5,4,2,4,3,0
해망,90353,9,12,9,12,0,0
해맞이공원앞,35616,198,608,188,608,10,26
해맞이공원앞,35617,393,126,389,126,4,17
해명초등학교앞,90179,20,30,20,30,0,1
해명초등학교앞,90180,26,131,25,131,1,5
해모로월드뷰,39794,1149,302,1117,302,32,48
해모로월드뷰,39805,445,755,431,755,14,40
해물탕거리,40782,3535,1897,3451,1897,84,181
해병2사단.향동,80054,849,551,842,551,7,46
해사고등학교,35503,1325,17,1290,17,35,44
해사고등학교.한국이민사박물관,35126,30,2376,30,2376,0,80
해서초등학교,41166,871,660,852,660,19,51
해서초등학교,41168,543,1610,526,1610,17,71
해성단조,42813,70,1,68,1,2,2
해송노인요양병원,35552,2,43,2,43,0,1
해송노인요양병원,35553,7,2,4,2,3,0
해수워터피아,42082,4331,677,4264,677,67,166
해수워터피아,42083,1494,7107,1494,7107,0,286
해안도로신항만교,39001,234,678,228,678,6,30
해안도로신항만교,39002,766,579,763,579,3,44
해암약수,90161,25,10,24,10,1,1
해암약수,90162,4,19,4,19,0,0
해양경찰청,38014,987,3526,937,3526,50,150
해양경찰청,38015,6480,2991,6415,2991,65,315
해양경찰청,38411,8253,6184,8177,6184,76,481
해양기계,39532,33,33,33,33,0,2
해양기계,39696,5,190,5,190,0,6
해오름민박,43413,81,49,76,49,5,4
해오름민박,43442,30,56,30,56,0,2
해원고등학교,42964,23,626,19,626,4,21
해원중학교,42972,1881,64,1737,64,144,64
해원중학교,42973,89,751,82,751,7,28
해원중학교후문,42965,1646,443,1569,443,77,69
해피타운앞,44139,6,2,4,2,2,0
해피타운앞,44198,39,58,33,58,6,3
해피하임.기업은행앞,42738,13,1469,13,1469,0,49
핸즈코퍼레이션,89262,21,2372,8,2372,13,79
핸즈코퍼레이션,89263,13,86,9,86,4,3
햇내로공원입구,35777,26,5,26,5,0,1
햇내로공원입구,35784,3,43,1,43,2,1
행복마을입구,35687,12,3,11,3,1,0
행복마을입구,35690,22,55,22,55,0,2
행자골,43350,2,8,2,8,0,0
행자골,43583,14,2,14,2,0,0
행정복지센터사거리,40332,709,3019,693,3019,16,124
향나무골,43131,14,7,14,7,0,0
향나무골,43648,15,19,15,19,0,1
향동해병2사단,80055,851,1718,816,1718,35,85
향촌휴먼시아2단지,39741,9269,14624,9178,14624,91,796
허브주유소,35446,457,607,438,607,19,35
허브주유소,35447,494,5066,482,5066,12,185
허튼개,90119,3,4,2,4,1,0
허튼개,90120,2,2,2,2,0,0
헤나무,43199,1,38,1,38,0,1
헤나무,43317,56,3,54,3,2,1
혁이네슈퍼,40738,60,747,54,747,6,26
혁이네슈퍼,40739,362,35,339,35,23,13
현광아파트,37007,1934,23,1922,23,12,65
현광아파트,37488,9,2462,4,2462,5,82
현광아파트,39380,16681,17516,16501,17516,180,1139
현광아파트,41071,5705,1598,5619,1598,86,243
현광아파트,41432,3246,6054,3211,6054,35,310
현광아파트,42258,115,754,111,754,4,28
현광아파트,42260,713,212,691,212,22,30
현광아파트(호산부인과),39376,31777,15902,31337,15902,440,1589
